01,09,10,15,30
01,09,10,15,42
01,09,10,30,42
01,09,15,30,42
01,10,15,30,42
09,10,15,30,42
03,06,12,28,29
03,06,12,28,43
03,06,12,29,43
03,06,28,29,43
03,12,28,29,43
06,12,28,29,43
06,16,18,25,34
06,16,18,25,45
06,16,18,34,45
06,16,25,34,45
06,18,25,34,45
16,18,25,34,45
06,14,15,18,24
06,14,15,18,41
06,14,15,24,41
06,14,18,24,41
06,15,18,24,41
14,15,18,24,41
05,08,10,15,17
05,08,10,15,41
05,08,10,17,41
05,08,15,17,41
05,10,15,17,41
08,10,15,17,41
02,07,10,21,28
02,07,10,21,35
02,07,10,28,35
02,07,21,28,35
02,10,21,28,35
07,10,21,28,35
05,07,12,22,26
05,07,12,22,33
05,07,12,26,33
05,07,22,26,33
05,12,22,26,33
07,12,22,26,33
11,19,23,28,34
11,19,23,28,35
11,19,23,34,35
11,19,28,34,35
11,23,28,34,35
19,23,28,34,35
10,28,29,31,33
10,28,29,31,37
10,28,29,33,37
10,28,31,33,37
10,29,31,33,37
28,29,31,33,37
03,05,13,22,36
03,05,13,22,44
03,05,13,36,44
03,05,22,36,44
03,13,22,36,44
05,13,22,36,44
10,13,22,25,28
10,13,22,25,36
10,13,22,28,36
10,13,25,28,36
10,22,25,28,36
13,22,25,28,36
09,11,24,31,36
09,11,24,31,44
09,11,24,36,44
09,11,31,36,44
09,24,31,36,44
11,24,31,36,44
10,22,26,27,33
10,22,26,27,43
10,22,26,33,43
10,22,27,33,43
10,26,27,33,43
22,26,27,33,43
13,14,29,33,38
13,14,29,33,43
13,14,29,38,43
13,14,33,38,43
13,29,33,38,43
14,29,33,38,43
04,09,16,26,28
04,09,16,26,42
04,09,16,28,42
04,09,26,28,42
04,16,26,28,42
09,16,26,28,42
01,10,16,22,35
01,10,16,22,44
01,10,16,35,44
01,10,22,35,44
01,16,22,35,44
10,16,22,35,44
08,16,22,23,28
08,16,22,23,38
08,16,22,28,38
08,16,23,28,38
08,22,23,28,38
16,22,23,28,38
02,20,22,28,29
02,20,22,28,38
02,20,22,29,38
02,20,28,29,38
02,22,28,29,38
20,22,28,29,38
01,05,10,13,23
01,05,10,13,25
01,05,10,23,25
01,05,13,23,25
01,10,13,23,25
05,10,13,23,25
01,02,08,20,24
01,02,08,20,31
01,02,08,24,31
01,02,20,24,31
01,08,20,24,31
02,08,20,24,31
03,05,11,23,24
03,05,11,23,42
03,05,11,24,42
03,05,23,24,42
03,11,23,24,42
05,11,23,24,42
01,11,23,27,33
01,11,23,27,39
01,11,23,33,39
01,11,27,33,39
01,23,27,33,39
11,23,27,33,39
06,18,20,22,26
06,18,20,22,34
06,18,20,26,34
06,18,22,26,34
06,20,22,26,34
18,20,22,26,34
13,15,23,29,31
13,15,23,29,34
13,15,23,31,34
13,15,29,31,34
13,23,29,31,34
15,23,29,31,34
04,11,16,30,33
04,11,16,30,43
04,11,16,33,43
04,11,30,33,43
04,16,30,33,43
11,16,30,33,43
16,21,27,29,34
16,21,27,29,44
16,21,27,34,44
16,21,29,34,44
16,27,29,34,44
21,27,29,34,44
05,21,26,27,32
05,21,26,27,33
05,21,26,32,33
05,21,27,32,33
05,26,27,32,33
21,26,27,32,33
10,13,21,29,41
10,13,21,29,43
10,13,21,41,43
10,13,29,41,43
10,21,29,41,43
13,21,29,41,43
12,14,18,22,28
12,14,18,22,31
12,14,18,28,31
12,14,22,28,31
12,18,22,28,31
14,18,22,28,31
03,07,13,29,32
03,07,13,29,44
03,07,13,32,44
03,07,29,32,44
03,13,29,32,44
07,13,29,32,44
08,09,15,21,26
08,09,15,21,45
08,09,15,26,45
08,09,21,26,45
08,15,21,26,45
09,15,21,26,45
03,11,14,20,26
03,11,14,20,42
03,11,14,26,42
03,11,20,26,42
03,14,20,26,42
11,14,20,26,42
01,18,22,33,34
01,18,22,33,43
01,18,22,34,43
01,18,33,34,43
01,22,33,34,43
18,22,33,34,43
11,29,32,39,40
11,29,32,39,43
11,29,32,40,43
11,29,39,40,43
11,32,39,40,43
29,32,39,40,43
02,07,16,25,35
02,07,16,25,38
02,07,16,35,38
02,07,25,35,38
02,16,25,35,38
07,16,25,35,38
03,05,07,37,39
03,05,07,37,42
03,05,07,39,42
03,05,37,39,42
03,07,37,39,42
05,07,37,39,42
16,20,26,30,32
16,20,26,30,40
16,20,26,32,40
16,20,30,32,40
16,26,30,32,40
20,26,30,32,40
