02,04,06,36,41,42
23,26,40,41,43,44
02,11,15,18,23,42
07,14,23,26,37,39
08,09,11,31,36,39
05,06,24,34,36,37
06,11,26,28,36,41
01,09,11,32,34,42
05,11,17,34,38,42
05,14,15,19,25,33
04,12,25,28,33,45
09,11,13,21,27,41
01,20,28,37,40,44
04,05,25,28,29,42
11,13,19,27,37,41
02,13,19,33,40,43
06,07,22,24,27,37
12,19,22,23,34,44
03,18,21,22,36,44
03,13,18,21,39,44
08,13,18,19,21,24
01,04,07,15,41,42
02,08,31,32,42,44
07,09,14,23,35,41
04,06,07,11,34,41
06,07,08,29,35,39
01,07,11,28,41,44
08,09,23,25,31,32
01,06,07,20,28,43
07,20,29,30,40,45
04,05,32,39,40,42
04,06,10,13,26,43
19,20,21,28,33,41
10,11,22,32,38,43
08,19,22,25,32,35
22,27,30,35,40,45
04,31,34,36,40,43
10,16,24,26,30,32
