06,15,16,27,36,42
13,27,34,35,36,41
01,04,07,14,16,41
05,10,19,22,36,45
06,24,28,31,36,43
06,10,15,37,39,44
11,14,17,24,29,35
04,08,21,29,33,45
10,16,22,36,43,44
04,18,28,32,36,40
15,18,25,27,29,34
06,11,18,23,32,44
06,13,33,34,40,45
