04,11,19,20,35
04,11,19,20,41
04,11,19,35,41
04,11,20,35,41
04,19,20,35,41
11,19,20,35,41
04,05,07,24,27
04,05,07,24,30
04,05,07,27,30
04,05,24,27,30
04,07,24,27,30
05,07,24,27,30
03,05,08,31,33
03,05,08,31,34
03,05,08,33,34
03,05,31,33,34
03,08,31,33,34
05,08,31,33,34
01,12,21,28,30
01,12,21,28,44
01,12,21,30,44
01,12,28,30,44
01,21,28,30,44
12,21,28,30,44
05,10,14,25,42
05,10,14,25,45
05,10,14,42,45
05,10,25,42,45
05,14,25,42,45
10,14,25,42,45
03,05,10,17,25
03,05,10,17,29
03,05,10,25,29
03,05,17,25,29
03,10,17,25,29
05,10,17,25,29
02,26,35,41,42
02,26,35,41,43
02,26,35,42,43
02,26,41,42,43
02,35,41,42,43
26,35,41,42,43
03,12,15,20,24
03,12,15,20,45
03,12,15,24,45
03,12,20,24,45
03,15,20,24,45
12,15,20,24,45
04,15,20,31,43
04,15,20,31,44
04,15,20,43,44
04,15,31,43,44
04,20,31,43,44
15,20,31,43,44
04,06,13,14,28
04,06,13,14,39
04,06,13,28,39
04,06,14,28,39
04,13,14,28,39
06,13,14,28,39
08,09,10,20,35
08,09,10,20,38
08,09,10,35,38
08,09,20,35,38
08,10,20,35,38
09,10,20,35,38
05,17,19,27,35
05,17,19,27,39
05,17,19,35,39
05,17,27,35,39
05,19,27,35,39
17,19,27,35,39
02,03,14,21,31
02,03,14,21,33
02,03,14,31,33
02,03,21,31,33
02,14,21,31,33
03,14,21,31,33
