05,13,21,27,29
05,13,21,27,45
05,13,21,29,45
05,13,27,29,45
05,21,27,29,45
13,21,27,29,45
06,09,14,18,28
06,09,14,18,30
06,09,14,28,30
06,09,18,28,30
06,14,18,28,30
09,14,18,28,30
01,20,21,22,26
01,20,21,22,29
01,20,21,26,29
01,20,22,26,29
01,21,22,26,29
20,21,22,26,29
01,11,31,32,34
01,11,31,32,37
01,11,31,34,37
01,11,32,34,37
01,31,32,34,37
11,31,32,34,37
11,22,26,28,35
11,22,26,28,43
11,22,26,35,43
11,22,28,35,43
11,26,28,35,43
22,26,28,35,43
05,25,27,29,31
05,25,27,29,43
05,25,27,31,43
05,25,29,31,43
05,27,29,31,43
25,27,29,31,43
12,24,29,32,37
12,24,29,32,39
12,24,29,37,39
12,24,32,37,39
12,29,32,37,39
24,29,32,37,39
02,08,21,29,37
02,08,21,29,45
02,08,21,37,45
02,08,29,37,45
02,21,29,37,45
08,21,29,37,45
12,18,29,32,39
12,18,29,32,45
12,18,29,39,45
12,18,32,39,45
12,29,32,39,45
18,29,32,39,45
22,30,34,36,43
22,30,34,36,45
22,30,34,43,45
22,30,36,43,45
22,34,36,43,45
30,34,36,43,45
04,19,25,27,29
04,19,25,27,31
04,19,25,29,31
04,19,27,29,31
04,25,27,29,31
19,25,27,29,31
09,18,24,33,36
09,18,24,33,39
09,18,24,36,39
09,18,33,36,39
09,24,33,36,39
18,24,33,36,39
