01,07,10
01,07,38
01,07,40
01,07,42
01,10,38
01,10,40
01,10,42
01,38,40
01,38,42
01,40,42
07,10,38
07,10,40
07,10,42
07,38,40
07,38,42
07,40,42
10,38,40
10,38,42
10,40,42
38,40,42
02,06,21
02,06,28
02,06,39
02,06,40
02,21,28
02,21,39
02,21,40
02,28,39
02,28,40
02,39,40
06,21,28
06,21,39
06,21,40
06,28,39
06,28,40
06,39,40
21,28,39
21,28,40
21,39,40
28,39,40
03,14,33
03,14,38
03,14,42
03,14,44
03,33,38
03,33,42
03,33,44
03,38,42
03,38,44
03,42,44
14,33,38
14,33,42
14,33,44
14,38,42
14,38,44
14,42,44
33,38,42
33,38,44
33,42,44
38,42,44
09,10,21
09,10,37
09,10,40
09,10,42
09,21,37
09,21,40
09,21,42
09,37,40
09,37,42
09,40,42
10,21,37
10,21,40
10,21,42
10,37,40
10,37,42
10,40,42
21,37,40
21,37,42
21,40,42
37,40,42
09,26,29
09,26,30
09,26,35
09,26,37
09,29,30
09,29,35
09,29,37
09,30,35
09,30,37
09,35,37
26,29,30
26,29,35
26,29,37
26,30,35
26,30,37
26,35,37
29,30,35
29,30,37
29,35,37
30,35,37
02,08,12
02,08,14
02,08,16
02,08,26
02,12,14
02,12,16
02,12,26
02,14,16
02,14,26
02,16,26
08,12,14
08,12,16
08,12,26
08,14,16
08,14,26
08,16,26
12,14,16
12,14,26
12,16,26
14,16,26
06,10,17
06,10,21
06,10,27
06,10,38
06,17,21
06,17,27
06,17,38
06,21,27
06,21,38
06,27,38
10,17,21
10,17,27
10,17,38
10,21,27
10,21,38
10,27,38
17,21,27
17,21,38
17,27,38
21,27,38
05,08,15
05,08,25
05,08,31
05,08,35
05,15,25
05,15,31
05,15,35
05,25,31
05,25,35
05,31,35
08,15,25
08,15,31
08,15,35
08,25,31
08,25,35
08,31,35
15,25,31
15,25,35
15,31,35
25,31,35
05,06,11
05,06,14
05,06,32
05,06,33
05,11,14
05,11,32
05,11,33
05,14,32
05,14,33
05,32,33
06,11,14
06,11,32
06,11,33
06,14,32
06,14,33
06,32,33
11,14,32
11,14,33
11,32,33
14,32,33
07,15,19
07,15,24
07,15,32
07,15,42
07,19,24
07,19,32
07,19,42
07,24,32
07,24,42
07,32,42
15,19,24
15,19,32
15,19,42
15,24,32
15,24,42
15,32,42
19,24,32
19,24,42
19,32,42
24,32,42
05,06,13
05,06,29
05,06,35
05,06,44
