23,28,30,35
23,28,30,37
23,28,30,42
23,28,35,37
23,28,35,42
23,28,37,42
23,30,35,37
23,30,35,42
23,30,37,42
23,35,37,42
28,30,35,37
28,30,35,42
28,30,37,42
28,35,37,42
30,35,37,42
10,19,33,34
10,19,33,35
10,19,33,45
10,19,34,35
10,19,34,45
10,19,35,45
10,33,34,35
10,33,34,45
10,33,35,45
10,34,35,45
19,33,34,35
19,33,34,45
19,33,35,45
19,34,35,45
33,34,35,45
04,10,11,31
04,10,11,36
04,10,11,39
04,10,31,36
04,10,31,39
04,10,36,39
04,11,31,36
04,11,31,39
04,11,36,39
04,31,36,39
10,11,31,36
10,11,31,39
10,11,36,39
10,31,36,39
11,31,36,39
05,16,21,31
05,16,21,37
05,16,21,41
05,16,31,37
05,16,31,41
05,16,37,41
05,21,31,37
05,21,31,41
05,21,37,41
05,31,37,41
16,21,31,37
16,21,31,41
16,21,37,41
16,31,37,41
21,31,37,41
05,07,13,17
05,07,13,23
05,07,13,33
05,07,17,23
05,07,17,33
05,07,23,33
05,13,17,23
05,13,17,33
05,13,23,33
05,17,23,33
07,13,17,23
07,13,17,33
07,13,23,33
07,17,23,33
13,17,23,33
06,11,15,16
06,11,15,37
06,11,15,40
06,11,16,37
06,11,16,40
06,11,37,40
06,15,16,37
06,15,16,40
06,15,37,40
06,16,37,40
11,15,16,37
11,15,16,40
11,15,37,40
11,16,37,40
15,16,37,40
03,24,35,37
03,24,35,40
03,24,35,43
03,24,37,40
03,24,37,43
03,24,40,43
03,35,37,40
03,35,37,43
03,35,40,43
03,37,40,43
24,35,37,40
24,35,37,43
24,35,40,43
24,37,40,43
35,37,40,43
03,08,19,35
03,08,19,38
03,08,19,40
03,08,35,38
03,08,35,40
03,08,38,40
03,19,35,38
03,19,35,40
03,19,38,40
03,35,38,40
08,19,35,38
08,19,35,40
08,19,38,40
08,35,38,40
19,35,38,40
01,22,23,35
01,22,23,36
01,22,23,42
01,22,35,36
01,22,35,42
01,22,36,42
01,23,35,36
01,23,35,42
01,23,36,42
01,35,36,42
22,23,35,36
22,23,35,42
22,23,36,42
22,35,36,42
23,35,36,42
02,15,17,32
02,15,17,41
02,15,17,44
02,15,32,41
02,15,32,44
02,15,41,44
02,17,32,41
02,17,32,44
02,17,41,44
02,32,41,44
15,17,32,41
15,17,32,44
15,17,41,44
15,32,41,44
17,32,41,44
05,20,24,32
05,20,24,36
05,20,24,42
05,20,32,36
05,20,32,42
05,20,36,42
05,24,32,36
05,24,32,42
05,24,36,42
05,32,36,42
20,24,32,36
20,24,32,42
20,24,36,42
20,32,36,42
24,32,36,42
05,06,26,28
05,06,26,35
05,06,26,43
05,06,28,35
05,06,28,43
05,06,35,43
05,26,28,35
05,26,28,43
05,26,35,43
05,28,35,43
06,26,28,35
06,26,28,43
06,26,35,43
06,28,35,43
26,28,35,43
09,10,13,19
09,10,13,23
09,10,13,41
09,10,19,23
09,10,19,41
09,10,23,41
09,13,19,23
09,13,19,41
09,13,23,41
09,19,23,41
10,13,19,23
10,13,19,41
10,13,23,41
10,19,23,41
13,19,23,41
05,08,11,28
05,08,11,35
05,08,11,41
05,08,28,35
05,08,28,41
05,08,35,41
05,11,28,35
05,11,28,41
05,11,35,41
05,28,35,41
08,11,28,35
08,11,28,41
08,11,35,41
08,28,35,41
11,28,35,41
03,07,16,32
03,07,16,36
03,07,16,39
03,07,32,36
03,07,32,39
03,07,36,39
03,16,32,36
03,16,32,39
03,16,36,39
03,32,36,39
07,16,32,36
07,16,32,39
07,16,36,39
07,32,36,39
16,32,36,39
02,07,12,27
02,07,12,40
02,07,12,44
02,07,27,40
02,07,27,44
02,07,40,44
02,12,27,40
02,12,27,44
02,12,40,44
02,27,40,44
07,12,27,40
07,12,27,44
07,12,40,44
07,27,40,44
12,27,40,44
06,25,27,34
06,25,27,42
06,25,27,43
06,25,34,42
06,25,34,43
06,25,42,43
06,27,34,42
06,27,34,43
06,27,42,43
06,34,42,43
25,27,34,42
25,27,34,43
25,27,42,43
25,34,42,43
27,34,42,43
05,15,18,21
05,15,18,37
05,15,18,45
05,15,21,37
05,15,21,45
05,15,37,45
05,18,21,37
05,18,21,45
05,18,37,45
05,21,37,45
15,18,21,37
15,18,21,45
15,18,37,45
15,21,37,45
18,21,37,45
03,04,18,22
03,04,18,34
03,04,18,37
03,04,22,34
03,04,22,37
03,04,34,37
03,18,22,34
03,18,22,37
03,18,34,37
03,22,34,37
04,18,22,34
04,18,22,37
04,18,34,37
04,22,34,37
18,22,34,37
06,11,15,19
06,11,15,22
06,11,15,41
06,11,19,22
06,11,19,41
06,11,22,41
06,15,19,22
06,15,19,41
06,15,22,41
06,19,22,41
11,15,19,22
11,15,19,41
11,15,22,41
11,19,22,41
15,19,22,41
01,03,06,07
01,03,06,16
01,03,06,18
01,03,07,16
01,03,07,18
01,03,16,18
01,06,07,16
01,06,07,18
01,06,16,18
01,07,16,18
03,06,07,16
03,06,07,18
03,06,16,18
03,07,16,18
06,07,16,18
01,12,19,35
01,12,19,36
01,12,19,41
01,12,35,36
01,12,35,41
01,12,36,41
01,19,35,36
01,19,35,41
01,19,36,41
01,35,36,41
12,19,35,36
12,19,35,41
12,19,36,41
12,35,36,41
19,35,36,41
11,19,22,24
11,19,22,25
11,19,22,31
11,19,24,25
11,19,24,31
11,19,25,31
11,22,24,25
11,22,24,31
11,22,25,31
11,24,25,31
19,22,24,25
19,22,24,31
19,22,25,31
19,24,25,31
22,24,25,31
02,09,10,11
02,09,10,21
02,09,10,43
02,09,11,21
02,09,11,43
02,09,21,43
02,10,11,21
02,10,11,43
02,10,21,43
02,11,21,43
09,10,11,21
09,10,11,43
09,10,21,43
09,11,21,43
10,11,21,43
03,12,13,23
03,12,13,26
03,12,13,37
03,12,23,26
03,12,23,37
03,12,26,37
03,13,23,26
03,13,23,37
03,13,26,37
03,23,26,37
12,13,23,26
12,13,23,37
12,13,26,37
12,23,26,37
13,23,26,37
07,10,17,26
07,10,17,28
07,10,17,43
07,10,26,28
07,10,26,43
07,10,28,43
07,17,26,28
07,17,26,43
07,17,28,43
07,26,28,43
10,17,26,28
10,17,26,43
10,17,28,43
10,26,28,43
17,26,28,43
08,17,24,35
08,17,24,41
08,17,24,44
08,17,35,41
08,17,35,44
08,17,41,44
08,24,35,41
08,24,35,44
08,24,41,44
08,35,41,44
17,24,35,41
17,24,35,44
17,24,41,44
17,35,41,44
24,35,41,44
01,04,09,26
01,04,09,35
01,04,09,39
01,04,26,35
01,04,26,39
01,04,35,39
01,09,26,35
01,09,26,39
01,09,35,39
01,26,35,39
04,09,26,35
04,09,26,39
04,09,35,39
04,26,35,39
09,26,35,39
09,26,27,30
09,26,27,40
09,26,27,44
09,26,30,40
09,26,30,44
09,26,40,44
09,27,30,40
09,27,30,44
09,27,40,44
09,30,40,44
26,27,30,40
26,27,30,44
26,27,40,44
26,30,40,44
27,30,40,44
07,09,13,21
07,09,13,28
07,09,13,39
07,09,21,28
07,09,21,39
07,09,28,39
07,13,21,28
07,13,21,39
