23
28
30
35
37
42
10
19
33
34
35
45
04
10
11
31
36
39
05
16
21
31
37
41
05
07
13
17
23
33
06
11
15
16
37
40
03
24
35
37
40
43
03
08
19
35
38
40
01
22
23
35
36
42
02
15
17
32
41
44
05
20
24
32
36
42
05
06
26
28
35
43
09
10
13
19
23
41
