07,09,23,24,33,36
05,11,25,33,42,44
01,04,07,09,34,37
01,02,22,30,37,42
02,04,07,10,20,44
10,27,37,40,42,43
08,17,20,25,33,36
08,16,23,27,32,41
04,07,27,28,32,43
12,15,25,30,34,39
09,14,22,29,39,41
04,08,12,15,19,43
02,24,36,38,42,43
