02,08,24,27,30,43
03,12,22,30,37,39
04,08,23,27,30,36
02,16,17,18,20,23
03,06,20,39,40,41
06,10,15,36,39,43
02,03,05,07,10,38
02,04,07,09,12,13
04,05,10,18,27,40
06,08,14,29,39,42
03,04,12,18,19,29
01,33,38,39,44,45
09,14,16,19,28,41
13,17,20,28,30,33
24,27,30,37,44,45
08,18,30,32,38,45
05,14,18,19,29,31
07,08,22,23,30,42
12,19,21,22,34,38
05,07,25,31,39,41
09,15,23,33,35,40
16,21,26,29,30,45
18,22,30,31,39,41
04,15,19,25,30,38
02,12,22,38,41,44
04,21,27,38,39,44
03,17,23,33,42,45
07,27,28,30,31,35
04,13,18,21,29,37
14,17,23,32,33,43
09,20,31,33,36,45
06,10,19,37,43,45
01,07,16,18,21,29
04,05,13,19,27,37
19,24,27,31,33,43
14,16,27,28,33,41
05,09,12,20,37,42
01,12,24,27,36,44
03,05,08,17,37,41
