01,04
01,05
01,11
01,20
01,30
04,05
04,11
04,20
04,30
05,11
05,20
05,30
11,20
11,30
20,30
04,05
04,24
04,26
04,28
04,37
05,24
05,26
05,28
05,37
24,26
24,28
24,37
26,28
26,37
28,37
06,12
06,23
06,25
06,29
06,43
12,23
12,25
12,29
12,43
23,25
23,29
23,43
25,29
25,43
29,43
10,14
10,30
10,32
10,37
10,42
14,30
14,32
14,37
14,42
30,32
30,37
30,42
32,37
32,42
37,42
01,09
01,24
01,28
01,33
01,36
09,24
09,28
09,33
09,36
24,28
24,33
24,36
28,33
28,36
33,36
01,02
01,06
01,12
01,31
01,36
02,06
02,12
02,31
02,36
06,12
06,31
06,36
12,31
12,36
31,36
07,12
07,24
07,43
07,44
07,45
12,24
12,43
12,44
12,45
24,43
24,44
24,45
43,44
43,45
44,45
03,09
03,10
03,31
03,32
03,40
09,10
09,31
09,32
09,40
10,31
10,32
10,40
31,32
31,40
32,40
06,11
06,30
06,32
06,35
06,42
11,30
11,32
11,35
11,42
30,32
30,35
30,42
32,35
32,42
35,42
04,09
04,21
04,27
04,38
04,44
09,21
09,27
09,38
09,44
21,27
21,38
21,44
27,38
27,44
38,44
05,11
05,14
05,20
05,32
05,42
11,14
11,20
11,32
11,42
14,20
14,32
14,42
20,32
20,42
32,42
18,21
18,24
18,26
18,39
18,45
21,24
21,26
21,39
21,45
24,26
24,39
24,45
26,39
26,45
39,45
02,04
02,13
02,22
02,23
02,41
04,13
04,22
04,23
04,41
13,22
13,23
13,41
22,23
22,41
23,41
03,04
03,26
03,30
03,35
03,44
04,26
04,30
04,35
04,44
26,30
26,35
26,44
30,35
30,44
35,44
07,11
07,16
07,19
07,38
07,39
11,16
11,19
11,38
11,39
16,19
16,38
16,39
19,38
19,39
38,39
02,04
02,19
02,23
02,44
02,45
04,19
04,23
04,44
04,45
19,23
19,44
19,45
23,44
23,45
44,45
01,03
01,08
01,18
01,28
01,42
03,08
03,18
03,28
03,42
08,18
08,28
08,42
18,28
18,42
28,42
01,17
01,24
01,25
01,33
01,35
17,24
17,25
17,33
17,35
24,25
24,33
24,35
25,33
25,35
33,35
12,15
12,25
12,27
12,37
12,41
15,25
15,27
15,37
15,41
25,27
25,37
25,41
27,37
27,41
37,41
04,16
04,19
04,27
04,29
04,30
16,19
16,27
16,29
16,30
19,27
19,29
19,30
27,29
27,30
29,30
04,06
04,12
04,21
04,23
04,28
06,12
06,21
06,23
06,28
12,21
12,23
12,28
21,23
21,28
23,28
02,06
02,10
02,13
02,20
02,28
06,10
06,13
06,20
06,28
10,13
10,20
10,28
13,20
13,28
20,28
15,26
15,29
15,32
15,34
15,38
26,29
26,32
26,34
26,38
29,32
29,34
29,38
32,34
32,38
34,38
01,11
01,26
01,29
01,34
01,40
11,26
11,29
11,34
11,40
26,29
26,34
26,40
29,34
29,40
34,40
08,17
08,31
08,32
08,33
08,39
17,31
17,32
17,33
17,39
31,32
31,33
31,39
32,33
32,39
33,39
02,10
02,11
02,18
02,22
02,33
10,11
10,18
10,22
10,33
11,18
11,22
11,33
18,22
18,33
22,33
05,13
05,21
05,27
05,29
05,45
13,21
13,27
13,29
13,45
21,27
21,29
21,45
27,29
27,45
29,45
06,09
06,14
06,18
06,28
06,30
09,14
09,18
09,28
09,30
14,18
14,28
14,30
18,28
18,30
28,30
01,20
01,21
01,22
01,26
01,29
20,21
20,22
20,26
20,29
21,22
21,26
21,29
22,26
22,29
26,29
01,11
01,31
01,32
01,34
01,37
11,31
11,32
11,34
11,37
31,32
31,34
31,37
32,34
32,37
34,37
11,22
11,26
11,28
11,35
11,43
22,26
22,28
22,35
22,43
26,28
26,35
26,43
28,35
28,43
35,43
05,25
05,27
05,29
05,31
05,43
25,27
25,29
25,31
25,43
27,29
27,31
27,43
29,31
29,43
31,43
12,24
12,29
12,32
12,37
12,39
24,29
24,32
24,37
24,39
29,32
29,37
29,39
32,37
32,39
37,39
02,08
02,21
02,29
02,37
02,45
08,21
08,29
08,37
08,45
21,29
21,37
21,45
29,37
29,45
37,45
12,18
12,29
12,32
12,39
12,45
18,29
18,32
18,39
18,45
29,32
29,39
29,45
32,39
32,45
39,45
22,30
22,34
22,36
22,43
22,45
30,34
30,36
30,43
30,45
34,36
34,43
34,45
36,43
36,45
43,45
04,19
04,25
04,27
04,29
04,31
19,25
19,27
19,29
19,31
25,27
25,29
25,31
27,29
27,31
29,31
09,18
09,24
09,33
09,36
09,39
18,24
18,33
18,36
18,39
24,33
24,36
24,39
33,36
33,39
36,39
