03,04,20
03,04,21
03,04,36
03,04,41
03,20,21
03,20,36
03,20,41
03,21,36
03,21,41
03,36,41
04,20,21
04,20,36
04,20,41
04,21,36
04,21,41
04,36,41
20,21,36
20,21,41
20,36,41
21,36,41
21,39,40
21,39,41
21,39,43
21,39,45
21,40,41
21,40,43
21,40,45
21,41,43
21,41,45
21,43,45
39,40,41
39,40,43
39,40,45
39,41,43
39,41,45
39,43,45
40,41,43
40,41,45
40,43,45
41,43,45
08,19,21
08,19,28
08,19,32
08,19,44
08,21,28
08,21,32
08,21,44
08,28,32
08,28,44
08,32,44
19,21,28
19,21,32
19,21,44
19,28,32
19,28,44
19,32,44
21,28,32
21,28,44
21,32,44
28,32,44
13,16,18
13,16,22
13,16,34
13,16,39
13,18,22
13,18,34
13,18,39
13,22,34
13,22,39
13,34,39
16,18,22
16,18,34
16,18,39
16,22,34
16,22,39
16,34,39
18,22,34
18,22,39
18,34,39
22,34,39
03,12,19
03,12,27
03,12,32
03,12,35
03,19,27
03,19,32
03,19,35
03,27,32
03,27,35
03,32,35
12,19,27
12,19,32
12,19,35
12,27,32
12,27,35
12,32,35
19,27,32
19,27,35
19,32,35
27,32,35
07,09,15
07,09,23
07,09,26
07,09,27
07,15,23
07,15,26
07,15,27
07,23,26
07,23,27
07,26,27
09,15,23
09,15,26
09,15,27
09,23,26
09,23,27
09,26,27
15,23,26
15,23,27
15,26,27
23,26,27
08,09,11
08,09,28
08,09,30
08,09,39
08,11,28
08,11,30
08,11,39
08,28,30
08,28,39
08,30,39
09,11,28
09,11,30
09,11,39
09,28,30
09,28,39
09,30,39
11,28,30
11,28,39
11,30,39
28,30,39
11,12,16
11,12,18
11,12,33
11,12,35
11,16,18
11,16,33
11,16,35
11,18,33
11,18,35
11,33,35
12,16,18
12,16,33
12,16,35
12,18,33
12,18,35
12,33,35
16,18,33
16,18,35
16,33,35
18,33,35
03,23,27
03,23,32
03,23,34
03,23,39
03,27,32
03,27,34
03,27,39
03,32,34
03,32,39
03,34,39
23,27,32
23,27,34
23,27,39
23,32,34
23,32,39
23,34,39
27,32,34
27,32,39
27,34,39
32,34,39
03,04,08
03,04,17
03,04,19
03,04,37
03,08,17
03,08,19
03,08,37
03,17,19
03,17,37
03,19,37
04,08,17
04,08,19
04,08,37
04,17,19
04,17,37
04,19,37
08,17,19
08,17,37
08,19,37
17,19,37
13,15,19
13,15,25
13,15,33
13,15,34
13,19,25
13,19,33
13,19,34
13,25,33
13,25,34
13,33,34
15,19,25
15,19,33
15,19,34
15,25,33
15,25,34
15,33,34
19,25,33
19,25,34
19,33,34
25,33,34
05,20,27
05,20,30
05,20,38
05,20,43
05,27,30
05,27,38
05,27,43
05,30,38
05,30,43
05,38,43
20,27,30
20,27,38
20,27,43
20,30,38
20,30,43
20,38,43
27,30,38
27,30,43
27,38,43
30,38,43
01,05,09
01,05,16
01,05,42
01,05,44
01,09,16
01,09,42
01,09,44
01,16,42
01,16,44
01,42,44
05,09,16
05,09,42
05,09,44
05,16,42
05,16,44
05,42,44
09,16,42
09,16,44
09,42,44
16,42,44
