05,20,22,25,28
05,20,22,25,32
05,20,22,28,32
05,20,25,28,32
05,22,25,28,32
20,22,25,28,32
11,25,37,40,41
11,25,37,40,45
11,25,37,41,45
11,25,40,41,45
11,37,40,41,45
25,37,40,41,45
01,05,09,10,33
01,05,09,10,41
01,05,09,33,41
01,05,10,33,41
01,09,10,33,41
05,09,10,33,41
03,08,11,27,32
03,08,11,27,36
03,08,11,32,36
03,08,27,32,36
03,11,27,32,36
08,11,27,32,36
01,04,19,21,23
01,04,19,21,39
01,04,19,23,39
01,04,21,23,39
01,19,21,23,39
04,19,21,23,39
02,04,11,15,35
02,04,11,15,40
02,04,11,35,40
02,04,15,35,40
02,11,15,35,40
04,11,15,35,40
06,07,19,29,31
06,07,19,29,36
06,07,19,31,36
06,07,29,31,36
06,19,29,31,36
07,19,29,31,36
02,12,16,36,37
02,12,16,36,45
02,12,16,37,45
02,12,36,37,45
02,16,36,37,45
12,16,36,37,45
10,11,21,23,26
10,11,21,23,37
10,11,21,26,37
10,11,23,26,37
10,21,23,26,37
11,21,23,26,37
02,06,22,25,35
02,06,22,25,36
02,06,22,35,36
02,06,25,35,36
02,22,25,35,36
06,22,25,35,36
11,13,15,26,27
11,13,15,26,41
11,13,15,27,41
11,13,26,27,41
11,15,26,27,41
13,15,26,27,41
04,08,22,25,37
04,08,22,25,39
04,08,22,37,39
04,08,25,37,39
04,22,25,37,39
08,22,25,37,39
02,05,12,35,41
02,05,12,35,43
02,05,12,41,43
02,05,35,41,43
02,12,35,41,43
05,12,35,41,43
05,06,07,12,23
05,06,07,12,30
05,06,07,23,30
05,06,12,23,30
05,07,12,23,30
06,07,12,23,30
12,18,19,27,35
12,18,19,27,42
12,18,19,35,42
12,18,27,35,42
12,19,27,35,42
18,19,27,35,42
11,12,14,23,29
11,12,14,23,32
11,12,14,29,32
11,12,23,29,32
11,14,23,29,32
12,14,23,29,32
02,03,31,33,35
02,03,31,33,40
02,03,31,35,40
02,03,33,35,40
02,31,33,35,40
03,31,33,35,40
01,13,16,22,23
01,13,16,22,35
01,13,16,23,35
01,13,22,23,35
01,16,22,23,35
13,16,22,23,35
02,11,19,27,30
02,11,19,27,42
02,11,19,30,42
02,11,27,30,42
02,19,27,30,42
11,19,27,30,42
06,16,18,29,39
06,16,18,29,43
06,16,18,39,43
06,16,29,39,43
06,18,29,39,43
16,18,29,39,43
17,28,29,33,34
17,28,29,33,35
17,28,29,34,35
17,28,33,34,35
17,29,33,34,35
28,29,33,34,35
01,08,13,17,21
01,08,13,17,43
01,08,13,21,43
01,08,17,21,43
01,13,17,21,43
08,13,17,21,43
05,23,25,30,35
05,23,25,30,38
05,23,25,35,38
05,23,30,35,38
05,25,30,35,38
23,25,30,35,38
01,07,08,31,34
01,07,08,31,45
01,07,08,34,45
01,07,31,34,45
01,08,31,34,45
07,08,31,34,45
13,27,30,38,39
13,27,30,38,41
13,27,30,39,41
13,27,38,39,41
13,30,38,39,41
27,30,38,39,41
01,06,14,31,35
01,06,14,31,44
01,06,14,35,44
01,06,31,35,44
01,14,31,35,44
06,14,31,35,44
18,23,24,27,33
18,23,24,27,41
18,23,24,33,41
18,23,27,33,41
18,24,27,33,41
23,24,27,33,41
04,24,28,30,33
04,24,28,30,43
04,24,28,33,43
04,24,30,33,43
04,28,30,33,43
24,28,30,33,43
01,02,14,15,16
01,02,14,15,30
01,02,14,16,30
01,02,15,16,30
01,14,15,16,30
02,14,15,16,30
04,07,12,13,20
04,07,12,13,45
04,07,12,20,45
04,07,13,20,45
04,12,13,20,45
07,12,13,20,45
08,11,13,20,41
08,11,13,20,43
08,11,13,41,43
08,11,20,41,43
08,13,20,41,43
11,13,20,41,43
01,04,05,12,17
01,04,05,12,21
01,04,05,17,21
01,04,12,17,21
01,05,12,17,21
04,05,12,17,21
07,11,21,25,30
07,11,21,25,44
07,11,21,30,44
07,11,25,30,44
07,21,25,30,44
11,21,25,30,44
04,13,20,34,35
04,13,20,34,37
04,13,20,35,37
04,13,34,35,37
04,20,34,35,37
13,20,34,35,37
03,12,15,16,17
03,12,15,16,44
03,12,15,17,44
03,12,16,17,44
03,15,16,17,44
12,15,16,17,44
07,11,14,30,35
07,11,14,30,42
07,11,14,35,42
07,11,30,35,42
07,14,30,35,42
11,14,30,35,42
08,10,26,28,32
08,10,26,28,34
08,10,26,32,34
08,10,28,32,34
08,26,28,32,34
10,26,28,32,34
02,07,25,36,38
02,07,25,36,43
02,07,25,38,43
02,07,36,38,43
02,25,36,38,43
07,25,36,38,43
04,11,18,33,34
04,11,18,33,45
04,11,18,34,45
04,11,33,34,45
04,18,33,34,45
11,18,33,34,45
